index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Generation Actual (in MU),Total Generation Estimated (in MU),Year,Month,DayOfWeek
2263,2018-11-29,Eastern,464.35,465.87,0.0,0.0,31.2,35.44,495.55,501.31,2018,11,3
2264,2018-11-29,NorthEastern,31.75,37.54,0.0,0.0,14.37,7.47,46.12,45.01,2018,11,3
2265,2018-11-30,Northern,618.29,625.32,30.59,31.52,115.79,118.45,764.67,775.2900000000001,2018,11,4
2267,2018-11-30,Southern,649.04,571.57,62.9,36.93,59.93,68.24,771.8699999999999,676.74,2018,11,4
2268,2018-11-30,Eastern,470.02,469.23,0.0,0.0,31.2,32.91,501.21999999999997,502.14,2018,11,4
2269,2018-11-30,NorthEastern,31.75,32.8,0.0,0.0,14.37,7.9,46.12,40.699999999999996,2018,11,4
2270,2018-12-01,Northern,611.0,601.64,26.24,28.55,103.54,114.8,740.78,744.9899999999999,2018,12,5
2272,2018-12-01,Southern,631.01,556.8,65.1,36.5,56.93,62.16,753.04,655.4599999999999,2018,12,5
2273,2018-12-01,Eastern,464.61,468.82,0.0,0.0,22.67,29.79,487.28000000000003,498.61,2018,12,5
2274,2018-12-01,NorthEastern,31.65,33.7,0.0,0.0,11.1,6.98,42.75,40.68000000000001,2018,12,5
2275,2018-12-02,Northern,611.0,547.77,26.24,31.65,103.54,112.94,740.78,692.3599999999999,2018,12,6
2277,2018-12-02,Southern,631.01,521.53,65.1,36.92,56.93,51.99,753.04,610.4399999999999,2018,12,6
2278,2018-12-02,Eastern,458.92,472.5,0.0,0.0,22.67,24.02,481.59000000000003,496.52,2018,12,6
2279,2018-12-02,NorthEastern,31.65,34.99,0.0,0.0,11.1,6.96,42.75,41.95,2018,12,6
2280,2018-12-03,Northern,611.0,580.07,26.24,30.88,103.54,115.16,740.78,726.11,2018,12,0
2282,2018-12-03,Southern,631.01,542.37,65.1,36.95,56.93,68.19,753.04,647.51,2018,12,0
2283,2018-12-03,Eastern,458.92,462.47,0.0,0.0,22.67,26.72,481.59000000000003,489.19000000000005,2018,12,0
2284,2018-12-03,NorthEastern,31.65,33.28,0.0,0.0,11.1,6.96,42.75,40.24,2018,12,0
2285,2018-12-04,Northern,617.57,597.95,26.24,28.55,103.54,114.6,747.35,741.1,2018,12,1
2287,2018-12-04,Southern,641.12,559.49,65.1,36.81,56.93,69.45,763.15,665.75,2018,12,1
2288,2018-12-04,Eastern,458.92,466.22,0.0,0.0,22.67,23.69,481.59000000000003,489.91,2018,12,1
2289,2018-12-04,NorthEastern,31.65,32.89,0.0,0.0,11.1,6.79,42.75,39.68,2018,12,1
2290,2018-12-05,Northern,616.85,612.92,26.24,31.6,103.54,116.02,746.63,760.54,2018,12,2
2292,2018-12-05,Southern,640.67,568.86,65.1,37.02,56.93,79.54,762.6999999999999,685.42,2018,12,2
2293,2018-12-05,Eastern,458.92,465.67,0.0,0.0,22.67,25.9,481.59000000000003,491.57,2018,12,2
2294,2018-12-05,NorthEastern,31.65,32.83,0.0,0.0,11.1,6.5,42.75,39.33,2018,12,2
2295,2018-12-06,Northern,627.58,612.21,26.24,35.26,103.54,115.94,757.36,763.4100000000001,2018,12,3
2297,2018-12-06,Southern,640.67,566.75,65.1,36.08,56.93,77.25,762.6999999999999,680.08,2018,12,3
2298,2018-12-06,Eastern,458.92,471.71,0.0,0.0,22.67,27.8,481.59000000000003,499.51,2018,12,3
2299,2018-12-06,NorthEastern,31.65,33.41,0.0,0.0,11.1,7.13,42.75,40.54,2018,12,3
2300,2018-12-07,Northern,628.04,585.7,26.24,36.36,103.54,113.83,757.8199999999999,735.8900000000001,2018,12,4
2302,2018-12-07,Southern,643.19,561.68,65.1,36.1,56.93,70.97,765.22,668.75,2018,12,4
2303,2018-12-07,Eastern,458.92,475.5,0.0,0.0,22.67,26.35,481.59000000000003,501.85,2018,12,4
2304,2018-12-07,NorthEastern,31.65,34.3,0.0,0.0,11.1,6.99,42.75,41.29,2018,12,4
2305,2018-12-08,Northern,628.3,590.49,26.24,36.58,103.54,116.85,758.0799999999999,743.9200000000001,2018,12,5
2307,2018-12-08,Southern,643.19,550.97,65.1,36.07,56.93,73.08,765.22,660.1200000000001,2018,12,5
2308,2018-12-08,Eastern,458.92,474.99,0.0,0.0,22.67,25.95,481.59000000000003,500.94,2018,12,5
2309,2018-12-08,NorthEastern,31.65,37.15,0.0,0.0,11.1,7.0,42.75,44.15,2018,12,5
2310,2018-12-09,Northern,630.65,587.39,26.24,36.59,103.54,112.46,760.43,736.44,2018,12,6
2312,2018-12-09,Southern,644.24,525.99,65.1,36.95,56.93,63.85,766.27,626.7900000000001,2018,12,6
2313,2018-12-09,Eastern,458.92,470.78,0.0,0.0,22.67,23.69,481.59000000000003,494.46999999999997,2018,12,6
2314,2018-12-09,NorthEastern,31.65,34.77,0.0,0.0,11.1,6.97,42.75,41.74,2018,12,6
2315,2018-12-10,Northern,638.56,616.61,26.24,36.58,103.54,114.12,768.3399999999999,767.3100000000001,2018,12,0
2317,2018-12-10,Southern,644.24,568.72,65.1,36.95,56.93,78.93,766.27,684.6000000000001,2018,12,0
2318,2018-12-10,Eastern,469.01,466.19,0.0,0.0,22.67,27.31,491.68,493.5,2018,12,0
2319,2018-12-10,NorthEastern,31.65,34.55,0.0,0.0,11.1,6.98,42.75,41.53,2018,12,0
2320,2018-12-11,Northern,638.56,606.31,26.24,36.62,103.54,114.34,768.3399999999999,757.27,2018,12,1
2322,2018-12-11,Southern,644.24,580.19,65.1,36.04,56.93,77.84,766.27,694.07,2018,12,1
2323,2018-12-11,Eastern,481.72,474.07,0.0,0.0,22.67,26.2,504.39000000000004,500.27,2018,12,1
2324,2018-12-11,NorthEastern,31.65,35.06,0.0,0.0,11.1,6.14,42.75,41.2,2018,12,1
2325,2018-12-12,Northern,638.56,589.47,26.24,36.64,103.54,112.81,768.3399999999999,738.9200000000001,2018,12,2
2327,2018-12-12,Southern,644.24,594.97,65.1,36.16,56.93,86.53,766.27,717.66,2018,12,2
2328,2018-12-12,Eastern,469.81,470.26,0.0,0.0,22.67,24.69,492.48,494.95,2018,12,2
2329,2018-12-12,NorthEastern,31.65,37.71,0.0,0.0,11.1,6.74,42.75,44.45,2018,12,2
2330,2018-12-13,Northern,638.56,594.15,26.24,34.44,103.54,114.22,768.3399999999999,742.81,2018,12,3
2332,2018-12-13,Southern,658.03,595.86,65.1,36.09,56.93,75.21,780.06,707.1600000000001,2018,12,3
2333,2018-12-13,Eastern,469.81,472.85,0.0,0.0,22.67,24.81,492.48,497.66,2018,12,3
2334,2018-12-13,NorthEastern,31.65,38.15,0.0,0.0,11.1,6.32,42.75,44.47,2018,12,3
2335,2018-12-14,Northern,635.1,589.85,26.24,35.63,103.54,118.24,764.88,743.72,2018,12,4
2337,2018-12-14,Southern,649.34,580.62,65.1,36.08,56.93,57.85,771.37,674.5500000000001,2018,12,4
2338,2018-12-14,Eastern,469.81,466.55,0.0,0.0,22.67,26.05,492.48,492.6,2018,12,4
2339,2018-12-14,NorthEastern,31.65,38.47,0.0,0.0,11.1,6.57,42.75,45.04,2018,12,4
2340,2018-12-15,Northern,633.47,581.09,26.24,36.6,103.54,121.67,763.25,739.36,2018,12,5
2342,2018-12-15,Southern,649.34,540.37,65.1,36.12,56.93,61.95,771.37,638.44,2018,12,5
2343,2018-12-15,Eastern,472.34,462.78,0.0,0.0,22.67,28.67,495.01,491.45,2018,12,5
2344,2018-12-15,NorthEastern,31.65,38.68,0.0,0.0,11.1,6.78,42.75,45.46,2018,12,5
2345,2018-12-16,Northern,635.97,580.86,26.24,36.56,103.54,117.82,765.75,735.24,2018,12,6
2347,2018-12-16,Southern,652.65,521.45,65.1,36.16,56.93,52.17,774.68,609.78,2018,12,6
2348,2018-12-16,Eastern,472.34,442.31,0.0,0.0,22.67,26.13,495.01,468.44,2018,12,6
2349,2018-12-16,NorthEastern,31.65,37.78,0.0,0.0,11.1,6.31,42.75,44.09,2018,12,6
2350,2018-12-17,Northern,636.83,612.75,26.24,34.48,103.54,117.39,766.61,764.62,2018,12,0
2352,2018-12-17,Southern,652.65,527.51,65.1,36.23,56.93,63.95,774.68,627.69,2018,12,0
2353,2018-12-17,Eastern,478.03,445.55,0.0,0.0,22.67,24.11,500.7,469.66,2018,12,0
2354,2018-12-17,NorthEastern,31.65,37.85,0.0,0.0,11.1,6.94,42.75,44.79,2018,12,0
2355,2018-12-18,Northern,636.83,623.22,26.24,31.14,103.54,118.23,766.61,772.59,2018,12,1
2357,2018-12-18,Southern,652.65,531.16,65.1,37.14,56.93,67.8,774.68,636.0999999999999,2018,12,1
2358,2018-12-18,Eastern,478.03,447.86,0.0,0.0,22.67,25.78,500.7,473.64,2018,12,1
2359,2018-12-18,NorthEastern,31.65,36.68,0.0,0.0,11.1,6.47,42.75,43.15,2018,12,1
2360,2018-12-19,Northern,647.98,632.53,26.24,31.21,103.54,121.26,777.76,785.0,2018,12,2
2362,2018-12-19,Southern,652.65,538.56,65.1,37.21,56.93,84.82,774.68,660.5899999999999,2018,12,2
2363,2018-12-19,Eastern,472.3,444.22,0.0,0.0,22.67,26.03,494.97,470.25,2018,12,2
2364,2018-12-19,NorthEastern,31.65,38.23,0.0,0.0,11.1,9.3,42.75,47.53,2018,12,2
2365,2018-12-20,Northern,662.72,644.16,26.24,31.28,103.54,122.03,792.5,797.4699999999999,2018,12,3
2367,2018-12-20,Southern,652.65,547.69,65.1,37.22,56.93,84.01,774.68,668.9200000000001,2018,12,3
2368,2018-12-20,Eastern,472.3,445.85,0.0,0.0,22.67,38.02,494.97,483.87,2018,12,3
2369,2018-12-20,NorthEastern,31.65,39.47,0.0,0.0,11.1,7.96,42.75,47.43,2018,12,3
2370,2018-12-21,Northern,668.27,635.63,26.24,31.24,103.54,120.96,798.05,787.83,2018,12,4
2372,2018-12-21,Southern,652.65,582.54,65.1,37.08,56.93,86.39,774.68,706.01,2018,12,4
2373,2018-12-21,Eastern,472.3,461.51,0.0,0.0,22.67,32.02,494.97,493.53,2018,12,4
2374,2018-12-21,NorthEastern,31.65,39.24,0.0,0.0,11.1,7.35,42.75,46.59,2018,12,4
2375,2018-12-22,Northern,669.13,636.88,26.24,31.32,103.54,116.61,798.91,784.8100000000001,2018,12,5
2377,2018-12-22,Southern,652.65,568.09,65.1,35.88,56.93,74.68,774.68,678.6500000000001,2018,12,5
2378,2018-12-22,Eastern,476.7,466.72,0.0,0.0,22.67,30.82,499.37,497.54,2018,12,5
2379,2018-12-22,NorthEastern,31.65,37.87,0.0,0.0,11.1,6.88,42.75,44.75,2018,12,5
2380,2018-12-23,Northern,669.13,614.67,26.24,31.35,103.54,117.54,798.91,763.56,2018,12,6
2382,2018-12-23,Southern,652.65,521.01,65.1,36.4,56.93,55.75,774.68,613.16,2018,12,6
2383,2018-12-23,Eastern,476.7,469.87,0.0,0.0,22.67,23.95,499.37,493.82,2018,12,6
2384,2018-12-23,NorthEastern,31.65,35.43,0.0,0.0,11.1,6.25,42.75,41.68,2018,12,6
2385,2018-12-24,Northern,669.13,622.33,26.24,31.29,103.54,114.68,798.91,768.3,2018,12,0
2387,2018-12-24,Southern,652.65,555.0,65.1,36.44,56.93,71.78,774.68,663.22,2018,12,0
2388,2018-12-24,Eastern,482.43,461.43,0.0,0.0,22.67,30.54,505.1,491.97,2018,12,0
2389,2018-12-24,NorthEastern,31.65,34.85,0.0,0.0,11.1,6.49,42.75,41.34,2018,12,0
2390,2018-12-25,Northern,679.56,625.42,26.24,31.08,103.54,115.96,809.3399999999999,772.46,2018,12,1
2392,2018-12-25,Southern,653.1,568.22,65.1,36.97,56.93,68.19,775.13,673.3800000000001,2018,12,1
2393,2018-12-25,Eastern,482.43,449.77,0.0,0.0,22.67,34.43,505.1,484.2,2018,12,1
2394,2018-12-25,NorthEastern,31.65,34.95,0.0,0.0,11.1,6.2,42.75,41.150000000000006,2018,12,1
2395,2018-12-26,Northern,689.83,665.23,26.24,30.31,103.54,114.14,819.61,809.68,2018,12,2
2397,2018-12-26,Southern,653.1,588.79,65.1,36.31,56.93,87.14,775.13,712.2399999999999,2018,12,2
2398,2018-12-26,Eastern,482.43,465.85,0.0,0.0,22.67,26.05,505.1,491.90000000000003,2018,12,2
2399,2018-12-26,NorthEastern,31.65,33.95,0.0,0.0,11.1,6.83,42.75,40.78,2018,12,2
2400,2018-12-27,Northern,692.69,675.71,26.24,30.91,103.54,113.39,822.47,820.01,2018,12,3
2402,2018-12-27,Southern,653.1,602.21,65.1,35.83,56.93,79.49,775.13,717.5300000000001,2018,12,3
2403,2018-12-27,Eastern,482.43,467.74,0.0,0.0,22.67,35.33,505.1,503.07,2018,12,3
2404,2018-12-27,NorthEastern,31.65,34.15,0.0,0.0,11.1,6.94,42.75,41.089999999999996,2018,12,3
2405,2018-12-28,Northern,692.69,680.18,26.24,33.05,103.54,111.22,822.47,824.4499999999999,2018,12,4
2407,2018-12-28,Southern,653.1,595.17,65.1,36.15,56.93,71.75,775.13,703.0699999999999,2018,12,4
2408,2018-12-28,Eastern,482.43,462.88,0.0,0.0,22.67,31.84,505.1,494.71999999999997,2018,12,4
2409,2018-12-28,NorthEastern,31.65,34.12,0.0,0.0,11.1,7.31,42.75,41.43,2018,12,4
2410,2018-12-29,Northern,692.69,670.71,26.24,25.34,103.54,111.65,822.47,807.7,2018,12,5
2412,2018-12-29,Southern,653.1,580.31,65.1,35.43,56.93,69.68,775.13,685.4199999999998,2018,12,5
2413,2018-12-29,Eastern,482.43,457.34,0.0,0.0,22.67,32.1,505.1,489.44,2018,12,5
2414,2018-12-29,NorthEastern,31.65,33.96,0.0,0.0,11.1,7.79,42.75,41.75,2018,12,5
2415,2018-12-30,Northern,697.69,638.27,26.24,25.62,103.54,112.43,827.47,776.3199999999999,2018,12,6
2417,2018-12-30,Southern,653.1,536.19,65.1,35.62,56.93,60.91,775.13,632.72,2018,12,6
2418,2018-12-30,Eastern,482.43,468.83,0.0,0.0,22.67,21.58,505.1,490.40999999999997,2018,12,6
2419,2018-12-30,NorthEastern,31.65,33.86,0.0,0.0,11.1,7.88,42.75,41.74,2018,12,6
2420,2018-12-31,Northern,695.43,652.53,26.24,29.49,103.54,114.88,825.2099999999999,796.9,2018,12,0
2422,2018-12-31,Southern,659.23,552.49,65.1,35.94,56.93,69.56,781.26,657.99,2018,12,0
2423,2018-12-31,Eastern,483.43,471.86,0.0,0.0,22.67,26.89,506.1,498.75,2018,12,0
2424,2018-12-31,NorthEastern,31.65,34.21,0.0,0.0,11.1,7.79,42.75,42.0,2018,12,0
2425,2019-01-01,Northern,691.66,651.74,22.4,31.31,96.87,113.54,810.93,796.5899999999999,2019,1,1
2427,2019-01-01,Southern,671.85,528.86,67.32,31.79,60.3,58.99,799.47,619.64,2019,1,1
2428,2019-01-01,Eastern,492.44,477.12,0.0,0.0,22.84,24.15,515.28,501.27,2019,1,1
2429,2019-01-01,NorthEastern,31.73,33.76,0.0,0.0,9.4,6.28,41.13,40.04,2019,1,1
2430,2019-01-02,Northern,691.66,660.41,22.4,30.33,96.87,110.9,810.93,801.64,2019,1,2
2432,2019-01-02,Southern,671.85,524.91,67.32,32.21,60.3,63.03,799.47,620.15,2019,1,2
2433,2019-01-02,Eastern,492.44,477.13,0.0,0.0,22.84,27.1,515.28,504.23,2019,1,2
2434,2019-01-02,NorthEastern,31.73,33.99,0.0,0.0,9.4,7.14,41.13,41.13,2019,1,2
2435,2019-01-03,Northern,692.52,646.85,22.4,29.66,96.87,110.69,811.79,787.2,2019,1,3
2437,2019-01-03,Southern,671.85,535.41,67.32,32.2,60.3,72.5,799.47,640.11,2019,1,3
2438,2019-01-03,Eastern,492.44,485.4,0.0,0.0,22.84,26.89,515.28,512.29,2019,1,3
2439,2019-01-03,NorthEastern,31.73,30.19,0.0,0.0,9.4,7.68,41.13,37.870000000000005,2019,1,3
2440,2019-01-04,Northern,692.52,651.34,22.4,30.61,96.87,109.86,811.79,791.8100000000001,2019,1,4
2442,2019-01-04,Southern,671.85,551.06,67.32,32.18,60.3,68.21,799.47,651.4499999999999,2019,1,4
2443,2019-01-04,Eastern,492.44,477.45,0.0,0.0,22.84,28.1,515.28,505.55,2019,1,4
2444,2019-01-04,NorthEastern,31.73,33.88,0.0,0.0,9.4,7.46,41.13,41.34,2019,1,4
2445,2019-01-05,Northern,686.77,636.64,22.4,30.25,96.87,103.8,806.04,770.6899999999999,2019,1,5
2447,2019-01-05,Southern,671.85,565.8,67.32,32.2,60.3,70.14,799.47,668.14,2019,1,5
2448,2019-01-05,Eastern,492.43,467.18,0.0,0.0,22.84,26.46,515.27,493.64,2019,1,5
2449,2019-01-05,NorthEastern,31.73,33.91,0.0,0.0,9.4,7.4,41.13,41.309999999999995,2019,1,5
2450,2019-01-06,Northern,686.77,612.53,22.4,29.8,96.87,104.09,806.04,746.42,2019,1,6
2452,2019-01-06,Southern,671.85,545.45,67.32,32.26,60.3,65.18,799.47,642.8900000000001,2019,1,6
2453,2019-01-06,Eastern,492.43,461.64,0.0,0.0,22.84,25.6,515.27,487.24,2019,1,6
2454,2019-01-06,NorthEastern,31.73,32.86,0.0,0.0,9.4,6.52,41.13,39.379999999999995,2019,1,6
2455,2019-01-07,Northern,686.77,636.7,22.4,30.45,96.87,94.27,806.04,761.4200000000001,2019,1,0
2457,2019-01-07,Southern,672.77,565.7,67.32,31.73,60.3,74.91,800.3899999999999,672.34,2019,1,0
2458,2019-01-07,Eastern,492.43,465.93,0.0,0.0,22.84,24.19,515.27,490.12,2019,1,0
2459,2019-01-07,NorthEastern,31.73,28.73,0.0,0.0,9.4,5.88,41.13,34.61,2019,1,0
2460,2019-01-08,Northern,689.1,681.53,22.4,30.36,96.87,93.71,808.37,805.6,2019,1,1
2462,2019-01-08,Southern,672.77,561.76,67.32,31.74,60.3,70.47,800.3899999999999,663.97,2019,1,1
2463,2019-01-08,Eastern,492.43,482.08,0.0,0.0,22.84,19.89,515.27,501.96999999999997,2019,1,1
2464,2019-01-08,NorthEastern,31.73,30.15,0.0,0.0,9.4,5.97,41.13,36.12,2019,1,1
2465,2019-01-09,Northern,689.1,692.69,22.4,29.93,96.87,93.86,808.37,816.48,2019,1,2
2467,2019-01-09,Southern,672.77,552.82,67.32,30.77,60.3,66.62,800.3899999999999,650.21,2019,1,2
2468,2019-01-09,Eastern,492.43,477.99,0.0,0.0,22.84,22.79,515.27,500.78000000000003,2019,1,2
2469,2019-01-09,NorthEastern,31.73,32.57,0.0,0.0,9.4,6.47,41.13,39.04,2019,1,2
2470,2019-01-10,Northern,678.6,685.31,22.4,29.89,96.87,94.98,797.87,810.18,2019,1,3
2472,2019-01-10,Southern,668.37,550.31,67.32,31.54,60.3,73.74,795.99,655.5899999999999,2019,1,3
2473,2019-01-10,Eastern,492.43,487.67,0.0,0.0,22.84,20.91,515.27,508.58000000000004,2019,1,3
2474,2019-01-10,NorthEastern,31.73,37.43,0.0,0.0,9.4,5.97,41.13,43.4,2019,1,3
2475,2019-01-11,Northern,678.6,673.78,22.4,28.32,96.87,94.25,797.87,796.35,2019,1,4
2477,2019-01-11,Southern,668.37,567.45,67.32,31.43,60.3,73.4,795.99,672.28,2019,1,4
2478,2019-01-11,Eastern,496.67,492.22,0.0,0.0,22.84,23.38,519.51,515.6,2019,1,4
2479,2019-01-11,NorthEastern,31.73,38.55,0.0,0.0,9.4,5.77,41.13,44.31999999999999,2019,1,4
2480,2019-01-12,Northern,678.6,662.6,22.4,26.65,96.87,94.63,797.87,783.88,2019,1,5
2482,2019-01-12,Southern,668.37,570.84,67.32,31.5,60.3,72.91,795.99,675.25,2019,1,5
2483,2019-01-12,Eastern,496.67,497.72,0.0,0.0,22.84,22.63,519.51,520.35,2019,1,5
2484,2019-01-12,NorthEastern,31.73,39.17,0.0,0.0,9.4,5.89,41.13,45.06,2019,1,5
2485,2019-01-13,Northern,678.6,643.72,22.4,26.66,96.87,93.6,797.87,763.98,2019,1,6
2487,2019-01-13,Southern,668.37,545.62,67.32,31.48,60.3,59.23,795.99,636.33,2019,1,6
2488,2019-01-13,Eastern,496.67,476.33,0.0,0.0,22.84,17.94,519.51,494.27,2019,1,6
2489,2019-01-13,NorthEastern,31.73,39.01,0.0,0.0,9.4,5.71,41.13,44.72,2019,1,6
2490,2019-01-14,Northern,676.86,627.25,22.4,26.64,96.87,98.72,796.13,752.61,2019,1,0
2492,2019-01-14,Southern,668.37,534.88,67.32,31.4,60.3,62.47,795.99,628.75,2019,1,0
2493,2019-01-14,Eastern,496.67,477.47,0.0,0.0,22.84,20.35,519.51,497.82000000000005,2019,1,0
2494,2019-01-14,NorthEastern,31.73,38.03,0.0,0.0,9.4,5.78,41.13,43.81,2019,1,0
2495,2019-01-15,Northern,674.0,664.33,26.16,26.14,96.87,93.82,797.03,784.29,2019,1,1
2497,2019-01-15,Southern,667.96,514.79,67.32,31.88,60.3,57.48,795.5799999999999,604.15,2019,1,1
2498,2019-01-15,Eastern,496.67,476.03,0.0,0.0,22.84,23.87,519.51,499.9,2019,1,1
2499,2019-01-15,NorthEastern,31.73,38.92,0.0,0.0,9.4,5.51,41.13,44.43,2019,1,1
2500,2019-01-16,Northern,665.62,669.99,26.16,26.1,96.87,94.07,788.65,790.1600000000001,2019,1,2
2502,2019-01-16,Southern,667.96,516.57,67.32,31.99,60.3,58.42,795.5799999999999,606.98,2019,1,2
2503,2019-01-16,Eastern,508.61,484.5,0.0,0.0,22.84,21.69,531.45,506.19,2019,1,2
2504,2019-01-16,NorthEastern,31.73,38.75,0.0,0.0,9.4,5.43,41.13,44.18,2019,1,2
2505,2019-01-17,Northern,665.62,672.74,26.16,26.06,96.87,104.51,788.65,803.31,2019,1,3
2507,2019-01-17,Southern,665.06,525.09,67.32,31.58,60.3,65.42,792.6799999999998,622.09,2019,1,3
2508,2019-01-17,Eastern,498.04,489.93,0.0,0.0,22.84,25.59,520.88,515.52,2019,1,3
2509,2019-01-17,NorthEastern,31.73,36.62,0.0,0.0,9.4,5.75,41.13,42.37,2019,1,3
2510,2019-01-18,Northern,665.62,680.78,26.16,26.0,96.87,103.25,788.65,810.03,2019,1,4
2512,2019-01-18,Southern,673.85,551.62,67.32,32.14,60.3,69.27,801.47,653.03,2019,1,4
2513,2019-01-18,Eastern,498.04,483.14,0.0,0.0,22.84,29.69,520.88,512.83,2019,1,4
2514,2019-01-18,NorthEastern,31.73,37.06,0.0,0.0,9.4,6.68,41.13,43.74,2019,1,4
2515,2019-01-19,Northern,665.62,679.01,26.16,26.53,96.87,106.0,788.65,811.54,2019,1,5
2517,2019-01-19,Southern,673.85,550.08,67.32,32.13,60.3,69.67,801.47,651.88,2019,1,5
2518,2019-01-19,Eastern,498.04,487.86,0.0,0.0,22.84,26.83,520.88,514.69,2019,1,5
2519,2019-01-19,NorthEastern,31.73,38.1,0.0,0.0,9.4,6.79,41.13,44.89,2019,1,5
2520,2019-01-20,Northern,664.76,622.93,26.16,25.95,96.87,97.46,787.79,746.34,2019,1,6
2522,2019-01-20,Southern,673.85,526.3,67.32,32.15,60.3,57.13,801.47,615.5799999999999,2019,1,6
2523,2019-01-20,Eastern,498.35,483.75,0.0,0.0,22.84,22.58,521.19,506.33,2019,1,6
2524,2019-01-20,NorthEastern,31.73,38.35,0.0,0.0,9.4,6.52,41.13,44.870000000000005,2019,1,6
2525,2019-01-21,Northern,664.76,595.48,26.16,26.51,96.87,111.56,787.79,733.55,2019,1,0
2527,2019-01-21,Southern,673.85,547.39,67.32,32.13,60.3,69.83,801.47,649.35,2019,1,0
2528,2019-01-21,Eastern,498.35,465.54,0.0,0.0,22.84,28.18,521.19,493.72,2019,1,0
2529,2019-01-21,NorthEastern,31.73,38.08,0.0,0.0,9.4,6.5,41.13,44.58,2019,1,0
2530,2019-01-22,Northern,665.62,541.6,26.16,26.59,96.87,106.25,788.65,674.44,2019,1,1
2532,2019-01-22,Southern,673.85,582.43,67.32,32.15,60.3,74.74,801.47,689.3199999999999,2019,1,1
2533,2019-01-22,Eastern,498.35,459.56,0.0,0.0,22.84,33.64,521.19,493.2,2019,1,1
2534,2019-01-22,NorthEastern,31.73,37.62,0.0,0.0,9.4,6.72,41.13,44.339999999999996,2019,1,1
2535,2019-01-23,Northern,674.0,597.22,26.16,26.57,96.87,113.36,797.03,737.1500000000001,2019,1,2
2537,2019-01-23,Southern,673.85,588.47,67.32,31.74,60.3,76.7,801.47,696.9100000000001,2019,1,2
2538,2019-01-23,Eastern,498.35,484.63,0.0,0.0,22.84,27.89,521.19,512.52,2019,1,2
2539,2019-01-23,NorthEastern,31.73,37.17,0.0,0.0,9.4,6.39,41.13,43.56,2019,1,2
2540,2019-01-24,Northern,667.72,601.3,26.16,26.61,96.87,107.31,790.75,735.22,2019,1,3
2542,2019-01-24,Southern,673.85,593.72,67.32,31.65,60.3,76.25,801.47,701.62,2019,1,3
2543,2019-01-24,Eastern,498.35,479.58,0.0,0.0,22.84,25.22,521.19,504.79999999999995,2019,1,3
2544,2019-01-24,NorthEastern,31.73,35.54,0.0,0.0,9.4,7.18,41.13,42.72,2019,1,3
2545,2019-01-25,Northern,665.3,597.26,26.16,26.63,96.87,110.1,788.3299999999999,733.99,2019,1,4
2547,2019-01-25,Southern,673.85,608.14,67.32,31.71,60.3,78.73,801.47,718.58,2019,1,4
2548,2019-01-25,Eastern,498.35,480.53,0.0,0.0,22.84,23.34,521.19,503.86999999999995,2019,1,4
2549,2019-01-25,NorthEastern,31.73,34.96,0.0,0.0,9.4,6.97,41.13,41.93,2019,1,4
2550,2019-01-26,Northern,667.97,552.35,26.16,26.68,96.87,110.35,791.0,689.38,2019,1,5
2552,2019-01-26,Southern,673.85,550.79,67.32,31.82,60.3,62.91,801.47,645.52,2019,1,5
2553,2019-01-26,Eastern,498.35,462.69,0.0,0.0,22.84,24.55,521.19,487.24,2019,1,5
2554,2019-01-26,NorthEastern,31.73,34.21,0.0,0.0,9.4,6.99,41.13,41.2,2019,1,5
2555,2019-01-27,Northern,667.97,556.87,26.16,26.66,96.87,114.11,791.0,697.64,2019,1,6
2557,2019-01-27,Southern,673.85,524.69,67.32,31.76,60.3,60.64,801.47,617.09,2019,1,6
2558,2019-01-27,Eastern,498.35,464.81,0.0,0.0,22.84,20.32,521.19,485.13,2019,1,6
2559,2019-01-27,NorthEastern,31.73,35.06,0.0,0.0,9.4,6.36,41.13,41.42,2019,1,6
2560,2019-01-28,Northern,667.97,608.25,26.16,26.64,96.87,118.39,791.0,753.28,2019,1,0
2562,2019-01-28,Southern,673.85,529.6,67.32,31.79,60.3,71.6,801.47,632.99,2019,1,0
2563,2019-01-28,Eastern,498.35,480.3,0.0,0.0,22.84,27.0,521.19,507.3,2019,1,0
2564,2019-01-28,NorthEastern,31.73,35.89,0.0,0.0,9.4,6.75,41.13,42.64,2019,1,0
2565,2019-01-29,Northern,667.97,624.24,26.16,26.65,96.87,115.82,791.0,766.71,2019,1,1
2567,2019-01-29,Southern,673.85,532.54,67.32,31.53,60.3,65.36,801.47,629.43,2019,1,1
2568,2019-01-29,Eastern,498.35,495.92,0.0,0.0,22.84,25.32,521.19,521.24,2019,1,1
2569,2019-01-29,NorthEastern,31.73,35.27,0.0,0.0,9.4,6.5,41.13,41.77,2019,1,1
2570,2019-01-30,Northern,665.49,626.86,26.16,26.6,96.87,115.84,788.52,769.3000000000001,2019,1,2
2572,2019-01-30,Southern,673.85,543.42,67.32,31.75,60.3,63.05,801.47,638.2199999999999,2019,1,2
2573,2019-01-30,Eastern,498.35,509.53,0.0,0.0,22.84,25.22,521.19,534.75,2019,1,2
