index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Generation Actual (in MU),Total Generation Estimated (in MU),Year,Month,DayOfWeek
2574,2019-01-30,NorthEastern,31.73,33.23,0.0,0.0,9.4,6.55,41.13,39.779999999999994,2019,1,2
2575,2019-01-31,Northern,683.32,617.19,26.16,25.97,96.87,117.93,806.35,761.0900000000001,2019,1,3
2577,2019-01-31,Southern,678.25,551.56,67.32,33.16,60.3,67.52,805.8699999999999,652.2399999999999,2019,1,3
2578,2019-01-31,Eastern,498.35,503.77,0.0,0.0,22.84,24.45,521.19,528.22,2019,1,3
2579,2019-01-31,NorthEastern,31.73,36.06,0.0,0.0,9.4,6.36,41.13,42.42,2019,1,3
2580,2019-02-01,Northern,659.86,587.28,26.91,24.4,105.09,115.85,791.86,727.53,2019,2,4
2582,2019-02-01,Southern,682.45,549.45,67.51,34.28,66.95,72.84,816.9100000000001,656.57,2019,2,4
2583,2019-02-01,Eastern,497.42,497.29,0.0,0.0,24.0,25.22,521.4200000000001,522.51,2019,2,4
2584,2019-02-01,NorthEastern,31.81,37.11,0.0,0.0,8.62,5.92,40.43,43.03,2019,2,4
2585,2019-02-02,Northern,659.86,608.3,26.91,21.49,105.09,111.02,791.86,740.81,2019,2,5
2587,2019-02-02,Southern,682.45,547.06,67.51,35.58,66.95,72.2,816.9100000000001,654.84,2019,2,5
2588,2019-02-02,Eastern,497.42,495.15,0.0,0.0,24.0,24.73,521.4200000000001,519.88,2019,2,5
2589,2019-02-02,NorthEastern,31.81,36.38,0.0,0.0,8.62,5.11,40.43,41.49,2019,2,5
2590,2019-02-03,Northern,659.86,582.52,26.91,22.56,105.09,113.79,791.86,718.8699999999999,2019,2,6
2592,2019-02-03,Southern,682.45,518.6,67.51,37.13,66.95,55.52,816.9100000000001,611.25,2019,2,6
2593,2019-02-03,Eastern,497.42,479.44,0.0,0.0,24.0,24.24,521.4200000000001,503.68,2019,2,6
2594,2019-02-03,NorthEastern,31.81,36.09,0.0,0.0,8.62,4.74,40.43,40.830000000000005,2019,2,6
2595,2019-02-04,Northern,659.86,597.26,26.91,25.14,105.09,111.46,791.86,733.86,2019,2,0
2597,2019-02-04,Southern,682.45,537.35,67.51,37.5,66.95,67.96,816.9100000000001,642.8100000000001,2019,2,0
2598,2019-02-04,Eastern,497.42,485.02,0.0,0.0,24.0,28.95,521.4200000000001,513.97,2019,2,0
2599,2019-02-04,NorthEastern,31.81,37.01,0.0,0.0,8.62,5.16,40.43,42.17,2019,2,0
2600,2019-02-05,Northern,659.86,618.47,26.91,26.32,105.09,107.45,791.86,752.2400000000001,2019,2,1
2602,2019-02-05,Southern,682.45,562.39,67.51,37.36,66.95,78.89,816.9100000000001,678.64,2019,2,1
2603,2019-02-05,Eastern,497.42,504.31,0.0,0.0,24.0,26.82,521.4200000000001,531.13,2019,2,1
2604,2019-02-05,NorthEastern,31.81,35.84,0.0,0.0,8.62,4.92,40.43,40.760000000000005,2019,2,1
2605,2019-02-06,Northern,660.73,597.52,26.91,25.11,105.09,106.94,792.73,729.5699999999999,2019,2,2
2607,2019-02-06,Southern,682.45,576.15,67.51,36.88,66.95,78.69,816.9100000000001,691.72,2019,2,2
2608,2019-02-06,Eastern,497.42,510.15,0.0,0.0,24.0,28.62,521.4200000000001,538.77,2019,2,2
2609,2019-02-06,NorthEastern,31.81,35.75,0.0,0.0,8.62,4.89,40.43,40.64,2019,2,2
2610,2019-02-07,Northern,663.23,522.48,26.91,20.34,105.09,112.09,795.23,654.9100000000001,2019,2,3
2612,2019-02-07,Southern,682.45,595.09,67.51,32.54,66.95,76.62,816.9100000000001,704.25,2019,2,3
2613,2019-02-07,Eastern,497.42,505.99,0.0,0.0,24.0,23.24,521.4200000000001,529.23,2019,2,3
2614,2019-02-07,NorthEastern,31.81,34.98,0.0,0.0,8.62,4.83,40.43,39.809999999999995,2019,2,3
2615,2019-02-08,Northern,669.11,540.22,26.91,21.0,105.09,115.9,801.11,677.12,2019,2,4
2617,2019-02-08,Southern,682.45,619.41,67.51,27.11,66.95,78.06,816.9100000000001,724.5799999999999,2019,2,4
2618,2019-02-08,Eastern,492.71,497.19,0.0,0.0,24.0,26.58,516.71,523.77,2019,2,4
2619,2019-02-08,NorthEastern,31.81,35.33,0.0,0.0,8.62,4.77,40.43,40.099999999999994,2019,2,4
2620,2019-02-09,Northern,658.98,573.5,26.91,21.07,105.09,117.69,790.98,712.26,2019,2,5
2622,2019-02-09,Southern,682.45,611.73,67.51,14.78,66.95,64.9,816.9100000000001,691.41,2019,2,5
2623,2019-02-09,Eastern,492.71,489.36,0.0,0.0,24.0,25.94,516.71,515.3000000000001,2019,2,5
2624,2019-02-09,NorthEastern,31.81,34.19,0.0,0.0,8.62,4.33,40.43,38.519999999999996,2019,2,5
2625,2019-02-10,Northern,658.98,563.35,26.91,21.03,105.09,113.6,790.98,697.98,2019,2,6
2627,2019-02-10,Southern,670.34,570.08,67.51,14.85,66.95,58.56,804.8000000000001,643.49,2019,2,6
2628,2019-02-10,Eastern,492.71,494.68,0.0,0.0,24.0,22.24,516.71,516.92,2019,2,6
2629,2019-02-10,NorthEastern,31.81,34.14,0.0,0.0,8.62,4.04,40.43,38.18,2019,2,6
2630,2019-02-11,Northern,655.48,564.01,26.91,21.0,105.09,115.68,787.48,700.69,2019,2,0
2632,2019-02-11,Southern,670.34,557.23,67.51,30.29,66.95,59.67,804.8000000000001,647.1899999999999,2019,2,0
2633,2019-02-11,Eastern,497.1,503.71,0.0,0.0,24.0,24.83,521.1,528.54,2019,2,0
2634,2019-02-11,NorthEastern,31.81,30.45,0.0,0.0,8.62,3.83,40.43,34.28,2019,2,0
2635,2019-02-12,Northern,655.48,573.44,26.91,20.94,105.09,114.65,787.48,709.0300000000001,2019,2,1
2637,2019-02-12,Southern,670.34,552.83,67.51,37.22,66.95,55.71,804.8000000000001,645.7600000000001,2019,2,1
2638,2019-02-12,Eastern,497.1,505.56,0.0,0.0,24.0,27.32,521.1,532.88,2019,2,1
2639,2019-02-12,NorthEastern,31.81,32.51,0.0,0.0,8.62,2.6,40.43,35.11,2019,2,1
2640,2019-02-13,Northern,656.17,583.48,26.91,20.83,105.09,121.78,788.17,726.09,2019,2,2
2642,2019-02-13,Southern,670.34,567.8,67.51,37.28,66.95,61.97,804.8000000000001,667.05,2019,2,2
2643,2019-02-13,Eastern,497.1,511.57,0.0,0.0,24.0,25.18,521.1,536.75,2019,2,2
2644,2019-02-13,NorthEastern,31.81,36.62,0.0,0.0,8.62,2.73,40.43,39.349999999999994,2019,2,2
2645,2019-02-14,Northern,664.91,562.08,26.91,19.11,105.09,120.72,796.91,701.9100000000001,2019,2,3
2647,2019-02-14,Southern,670.34,587.63,67.51,36.85,66.95,68.88,804.8000000000001,693.36,2019,2,3
2648,2019-02-14,Eastern,497.1,520.22,0.0,0.0,24.0,25.59,521.1,545.8100000000001,2019,2,3
2649,2019-02-14,NorthEastern,31.81,36.99,0.0,0.0,8.62,2.73,40.43,39.72,2019,2,3
2650,2019-02-15,Northern,664.91,560.88,26.91,22.69,105.09,131.88,796.91,715.45,2019,2,4
2652,2019-02-15,Southern,670.34,616.31,67.51,36.86,66.95,86.09,804.8000000000001,739.26,2019,2,4
2653,2019-02-15,Eastern,497.1,508.54,0.0,0.0,24.0,27.04,521.1,535.58,2019,2,4
2654,2019-02-15,NorthEastern,31.81,37.58,0.0,0.0,8.62,2.45,40.43,40.03,2019,2,4
2655,2019-02-16,Northern,664.91,552.17,26.91,26.22,105.09,135.22,796.91,713.61,2019,2,5
2657,2019-02-16,Southern,670.34,610.62,67.51,36.89,66.95,71.7,804.8000000000001,719.21,2019,2,5
2658,2019-02-16,Eastern,497.1,486.64,0.0,0.0,24.0,24.0,521.1,510.64,2019,2,5
2659,2019-02-16,NorthEastern,31.81,36.43,0.0,0.0,8.62,2.4,40.43,38.83,2019,2,5
2660,2019-02-17,Northern,664.91,521.9,26.91,26.65,105.09,137.91,796.91,686.4599999999999,2019,2,6
2662,2019-02-17,Southern,670.34,608.85,67.51,37.05,66.95,53.45,804.8000000000001,699.35,2019,2,6
2663,2019-02-17,Eastern,497.1,459.92,0.0,0.0,24.0,22.8,521.1,482.72,2019,2,6
2664,2019-02-17,NorthEastern,31.81,34.79,0.0,0.0,8.62,3.0,40.43,37.79,2019,2,6
2665,2019-02-18,Northern,664.91,529.11,26.91,26.08,105.09,129.65,796.91,684.84,2019,2,0
2667,2019-02-18,Southern,661.63,647.09,67.51,36.92,66.95,79.3,796.09,763.31,2019,2,0
2668,2019-02-18,Eastern,497.1,467.47,0.0,0.0,24.0,29.91,521.1,497.38000000000005,2019,2,0
2669,2019-02-18,NorthEastern,31.81,35.91,0.0,0.0,8.62,2.84,40.43,38.75,2019,2,0
2670,2019-02-19,Northern,664.91,548.52,26.91,26.53,105.09,123.97,796.91,699.02,2019,2,1
2672,2019-02-19,Southern,661.63,656.33,67.51,37.09,66.95,83.59,796.09,777.0100000000001,2019,2,1
2673,2019-02-19,Eastern,497.1,489.08,0.0,0.0,24.0,29.88,521.1,518.96,2019,2,1
2674,2019-02-19,NorthEastern,31.81,37.01,0.0,0.0,8.62,3.08,40.43,40.089999999999996,2019,2,1
2675,2019-02-20,Northern,664.88,557.39,26.91,25.87,105.09,129.29,796.88,712.55,2019,2,2
2677,2019-02-20,Southern,661.63,639.09,67.51,36.72,66.95,73.42,796.09,749.23,2019,2,2
2678,2019-02-20,Eastern,497.1,478.85,0.0,0.0,24.0,33.38,521.1,512.23,2019,2,2
2679,2019-02-20,NorthEastern,31.81,34.24,0.0,0.0,8.62,2.83,40.43,37.07,2019,2,2
2680,2019-02-21,Northern,665.92,534.44,26.91,26.22,105.09,152.6,797.92,713.2600000000001,2019,2,3
2682,2019-02-21,Southern,661.63,621.51,67.51,36.6,66.95,76.44,796.09,734.55,2019,2,3
2683,2019-02-21,Eastern,504.35,489.9,0.0,0.0,24.0,30.12,528.35,520.02,2019,2,3
2684,2019-02-21,NorthEastern,31.81,37.05,0.0,0.0,8.62,2.42,40.43,39.47,2019,2,3
2685,2019-02-22,Northern,665.06,526.58,26.91,26.35,105.09,174.04,797.06,726.97,2019,2,4
2687,2019-02-22,Southern,661.63,602.42,67.51,39.45,66.95,69.77,796.09,711.64,2019,2,4
2688,2019-02-22,Eastern,504.35,506.59,0.0,0.0,24.0,30.34,528.35,536.93,2019,2,4
2689,2019-02-22,NorthEastern,31.81,39.02,0.0,0.0,8.62,2.51,40.43,41.53,2019,2,4
2690,2019-02-23,Northern,665.06,532.44,26.91,25.57,105.09,165.21,797.06,723.2200000000001,2019,2,5
2692,2019-02-23,Southern,661.63,594.2,67.51,41.95,66.95,70.96,796.09,707.1100000000001,2019,2,5
2693,2019-02-23,Eastern,504.35,511.51,0.0,0.0,24.0,29.04,528.35,540.55,2019,2,5
2694,2019-02-23,NorthEastern,31.81,38.42,0.0,0.0,8.62,2.58,40.43,41.0,2019,2,5
2695,2019-02-24,Northern,670.86,523.2,26.91,29.13,105.09,158.37,802.86,710.7,2019,2,6
2697,2019-02-24,Southern,661.63,577.16,67.51,40.7,66.95,71.04,796.09,688.9,2019,2,6
2698,2019-02-24,Eastern,504.35,500.31,0.0,0.0,24.0,25.29,528.35,525.6,2019,2,6
2699,2019-02-24,NorthEastern,31.81,36.66,0.0,0.0,8.62,2.33,40.43,38.989999999999995,2019,2,6
2700,2019-02-25,Northern,670.86,536.52,26.91,29.8,105.09,150.38,802.86,716.6999999999999,2019,2,0
2702,2019-02-25,Southern,661.63,621.28,67.51,40.62,66.95,80.07,796.09,741.97,2019,2,0
2703,2019-02-25,Eastern,504.35,482.66,0.0,0.0,24.0,25.77,528.35,508.43,2019,2,0
2704,2019-02-25,NorthEastern,31.81,37.5,0.0,0.0,8.62,2.67,40.43,40.17,2019,2,0
2705,2019-02-26,Northern,670.86,525.83,26.91,29.79,105.09,149.07,802.86,704.69,2019,2,1
2707,2019-02-26,Southern,661.63,640.49,67.51,40.81,66.95,76.97,796.09,758.27,2019,2,1
2708,2019-02-26,Eastern,504.35,485.83,0.0,0.0,24.0,29.08,528.35,514.91,2019,2,1
2709,2019-02-26,NorthEastern,31.81,37.93,0.0,0.0,8.62,2.6,40.43,40.53,2019,2,1
2710,2019-02-27,Northern,670.86,506.96,26.91,30.0,105.09,142.55,802.86,679.51,2019,2,2
2712,2019-02-27,Southern,661.63,659.53,67.51,40.58,66.95,73.21,796.09,773.32,2019,2,2
2713,2019-02-27,Eastern,504.35,473.7,0.0,0.0,24.0,28.08,528.35,501.78,2019,2,2
2714,2019-02-27,NorthEastern,31.81,37.38,0.0,0.0,8.62,2.43,40.43,39.81,2019,2,2
2715,2019-02-28,Northern,673.21,527.94,26.91,29.15,105.09,144.69,805.21,701.78,2019,2,3
2717,2019-02-28,Southern,661.63,644.5,67.51,36.72,66.95,75.83,796.09,757.0500000000001,2019,2,3
2718,2019-02-28,Eastern,504.35,480.02,0.0,0.0,24.0,27.21,528.35,507.22999999999996,2019,2,3
2719,2019-02-28,NorthEastern,31.81,37.1,0.0,0.0,8.62,2.64,40.43,39.74,2019,2,3
2720,2019-03-01,Northern,668.42,553.92,26.88,30.1,121.72,142.81,817.02,726.8299999999999,2019,3,4
2722,2019-03-01,Southern,657.97,670.79,67.32,36.63,73.41,73.05,798.6999999999999,780.4699999999999,2019,3,4
2723,2019-03-01,Eastern,504.47,464.87,0.0,0.0,29.22,26.8,533.69,491.67,2019,3,4
2724,2019-03-01,NorthEastern,31.7,37.45,0.0,0.0,9.21,2.88,40.91,40.330000000000005,2019,3,4
2725,2019-03-02,Northern,668.42,527.42,26.88,29.36,121.72,142.05,817.02,698.8299999999999,2019,3,5
2727,2019-03-02,Southern,657.97,630.77,67.32,36.91,73.41,63.58,798.6999999999999,731.26,2019,3,5
2728,2019-03-02,Eastern,504.47,466.76,0.0,0.0,29.22,25.35,533.69,492.11,2019,3,5
2729,2019-03-02,NorthEastern,31.7,38.17,0.0,0.0,9.21,3.06,40.91,41.230000000000004,2019,3,5
2730,2019-03-03,Northern,668.42,465.57,26.88,29.68,121.72,136.91,817.02,632.16,2019,3,6
2732,2019-03-03,Southern,657.97,629.83,67.32,37.04,73.41,59.19,798.6999999999999,726.06,2019,3,6
2733,2019-03-03,Eastern,504.47,475.35,0.0,0.0,29.22,25.05,533.69,500.40000000000003,2019,3,6
2734,2019-03-03,NorthEastern,31.7,37.3,0.0,0.0,9.21,3.78,40.91,41.08,2019,3,6
2735,2019-03-04,Northern,669.28,487.66,26.88,30.74,121.72,141.53,817.88,659.93,2019,3,0
2737,2019-03-04,Southern,657.97,672.94,67.32,37.04,73.41,63.56,798.6999999999999,773.54,2019,3,0
2738,2019-03-04,Eastern,504.47,479.64,0.0,0.0,29.22,25.13,533.69,504.77,2019,3,0
2739,2019-03-04,NorthEastern,31.7,36.08,0.0,0.0,9.21,3.35,40.91,39.43,2019,3,0
2740,2019-03-05,Northern,669.28,502.11,26.88,30.74,121.72,140.05,817.88,672.9000000000001,2019,3,1
2742,2019-03-05,Southern,657.97,673.52,67.32,37.07,73.41,58.3,798.6999999999999,768.89,2019,3,1
2743,2019-03-05,Eastern,504.47,492.45,0.0,0.0,29.22,29.79,533.69,522.24,2019,3,1
2744,2019-03-05,NorthEastern,31.7,37.14,0.0,0.0,9.21,3.83,40.91,40.97,2019,3,1
2745,2019-03-06,Northern,671.43,525.3,26.88,31.04,121.72,138.83,820.03,695.17,2019,3,2
2747,2019-03-06,Southern,657.97,677.88,67.32,35.83,73.41,60.35,798.6999999999999,774.0600000000001,2019,3,2
2748,2019-03-06,Eastern,504.47,490.23,0.0,0.0,29.22,33.22,533.69,523.45,2019,3,2
2749,2019-03-06,NorthEastern,31.7,36.81,0.0,0.0,9.21,3.64,40.91,40.45,2019,3,2
2750,2019-03-07,Northern,668.95,553.11,26.88,31.06,121.72,139.14,817.5500000000001,723.31,2019,3,3
2752,2019-03-07,Southern,657.97,681.83,67.32,32.53,73.41,70.05,798.6999999999999,784.41,2019,3,3
2753,2019-03-07,Eastern,504.47,502.32,0.0,0.0,29.22,30.57,533.69,532.89,2019,3,3
2754,2019-03-07,NorthEastern,31.7,31.51,0.0,0.0,9.21,3.33,40.91,34.84,2019,3,3
2755,2019-03-08,Northern,669.81,552.36,26.88,30.98,121.72,135.35,818.41,718.69,2019,3,4
2757,2019-03-08,Southern,657.97,671.8,67.32,33.69,73.41,80.13,798.6999999999999,785.62,2019,3,4
2758,2019-03-08,Eastern,504.47,493.33,0.0,0.0,29.22,30.45,533.69,523.78,2019,3,4
2759,2019-03-08,NorthEastern,31.7,31.08,0.0,0.0,9.21,3.54,40.91,34.62,2019,3,4
2760,2019-03-09,Northern,669.81,553.17,26.88,30.91,121.72,135.11,818.41,719.1899999999999,2019,3,5
2762,2019-03-09,Southern,657.97,670.04,67.32,33.02,73.41,78.66,798.6999999999999,781.7199999999999,2019,3,5
2763,2019-03-09,Eastern,504.47,501.3,0.0,0.0,29.22,35.73,533.69,537.03,2019,3,5
2764,2019-03-09,NorthEastern,31.7,28.92,0.0,0.0,9.21,3.85,40.91,32.77,2019,3,5
2765,2019-03-10,Northern,669.81,541.58,26.88,30.96,121.72,132.47,818.41,705.0100000000001,2019,3,6
2767,2019-03-10,Southern,657.97,654.47,67.32,32.37,73.41,60.36,798.6999999999999,747.2,2019,3,6
2768,2019-03-10,Eastern,504.47,518.35,0.0,0.0,29.22,30.16,533.69,548.51,2019,3,6
2769,2019-03-10,NorthEastern,31.7,37.1,0.0,0.0,9.21,3.2,40.91,40.300000000000004,2019,3,6
2770,2019-03-11,Northern,669.81,555.94,26.88,31.2,121.72,137.15,818.41,724.2900000000001,2019,3,0
2772,2019-03-11,Southern,666.68,674.99,67.32,33.69,73.41,70.63,807.41,779.3100000000001,2019,3,0
2773,2019-03-11,Eastern,504.47,538.01,0.0,0.0,29.22,36.34,533.69,574.35,2019,3,0
2774,2019-03-11,NorthEastern,31.7,38.97,0.0,0.0,9.21,3.18,40.91,42.15,2019,3,0
2775,2019-03-12,Northern,669.81,573.33,26.88,31.12,121.72,141.25,818.41,745.7,2019,3,1
2777,2019-03-12,Southern,678.58,691.11,67.32,31.97,73.41,64.85,819.3100000000001,787.9300000000001,2019,3,1
2778,2019-03-12,Eastern,504.47,540.64,0.0,0.0,29.22,37.34,533.69,577.98,2019,3,1
2779,2019-03-12,NorthEastern,31.7,38.97,0.0,0.0,9.21,3.0,40.91,41.97,2019,3,1
2780,2019-03-13,Northern,665.93,581.45,26.88,31.18,121.72,139.67,814.53,752.3,2019,3,2
2782,2019-03-13,Southern,678.58,683.79,67.32,32.09,73.41,69.52,819.3100000000001,785.4,2019,3,2
2783,2019-03-13,Eastern,504.47,535.98,0.0,0.0,29.22,37.1,533.69,573.08,2019,3,2
2784,2019-03-13,NorthEastern,31.7,37.75,0.0,0.0,9.21,3.58,40.91,41.33,2019,3,2
2785,2019-03-14,Northern,654.78,559.54,26.88,31.2,121.72,140.21,803.38,730.95,2019,3,3
2787,2019-03-14,Southern,678.58,683.74,67.32,31.16,73.41,68.86,819.3100000000001,783.76,2019,3,3
2788,2019-03-14,Eastern,504.47,533.24,0.0,0.0,29.22,34.81,533.69,568.05,2019,3,3
2789,2019-03-14,NorthEastern,31.7,38.71,0.0,0.0,9.21,3.04,40.91,41.75,2019,3,3
2790,2019-03-15,Northern,654.91,549.26,26.88,31.39,121.72,145.29,803.51,725.9399999999999,2019,3,4
2792,2019-03-15,Southern,678.58,674.22,67.32,33.23,73.41,67.98,819.3100000000001,775.4300000000001,2019,3,4
2793,2019-03-15,Eastern,504.47,505.18,0.0,0.0,29.22,39.61,533.69,544.79,2019,3,4
2794,2019-03-15,NorthEastern,31.7,37.69,0.0,0.0,9.21,3.43,40.91,41.12,2019,3,4
2795,2019-03-16,Northern,654.91,549.12,26.88,35.46,121.72,149.54,803.51,734.12,2019,3,5
2797,2019-03-16,Southern,678.58,660.26,67.32,33.6,73.41,66.29,819.3100000000001,760.15,2019,3,5
2798,2019-03-16,Eastern,508.97,504.24,0.0,0.0,29.22,38.02,538.19,542.26,2019,3,5
2799,2019-03-16,NorthEastern,31.7,36.52,0.0,0.0,9.21,3.32,40.91,39.84,2019,3,5
2800,2019-03-17,Northern,654.91,535.9,26.88,35.99,121.72,138.01,803.51,709.9,2019,3,6
2802,2019-03-17,Southern,678.58,649.84,67.32,33.64,73.41,56.39,819.3100000000001,739.87,2019,3,6
2803,2019-03-17,Eastern,508.97,477.01,0.0,0.0,29.22,32.7,538.19,509.71,2019,3,6
2804,2019-03-17,NorthEastern,31.7,37.07,0.0,0.0,9.21,3.1,40.91,40.17,2019,3,6
2805,2019-03-18,Northern,660.12,576.89,26.88,30.85,121.72,139.35,808.72,747.09,2019,3,0
2807,2019-03-18,Southern,678.58,674.26,67.32,32.55,73.41,77.85,819.3100000000001,784.66,2019,3,0
2808,2019-03-18,Eastern,508.97,491.13,0.0,0.0,29.22,27.3,538.19,518.43,2019,3,0
2809,2019-03-18,NorthEastern,31.7,37.35,0.0,0.0,9.21,2.81,40.91,40.160000000000004,2019,3,0
2810,2019-03-19,Northern,669.66,558.58,26.88,30.18,121.72,142.42,818.26,731.18,2019,3,1
2812,2019-03-19,Southern,678.58,695.98,67.32,32.7,73.41,82.64,819.3100000000001,811.32,2019,3,1
2813,2019-03-19,Eastern,508.97,515.35,0.0,0.0,29.22,34.07,538.19,549.4200000000001,2019,3,1
2814,2019-03-19,NorthEastern,31.7,37.07,0.0,0.0,9.21,2.73,40.91,39.8,2019,3,1
2815,2019-03-20,Northern,659.45,541.64,26.88,30.31,121.72,146.7,808.0500000000001,718.6499999999999,2019,3,2
2817,2019-03-20,Southern,678.58,713.96,67.32,33.12,73.41,76.03,819.3100000000001,823.11,2019,3,2
2818,2019-03-20,Eastern,508.97,517.3,0.0,0.0,29.22,36.43,538.19,553.7299999999999,2019,3,2
2819,2019-03-20,NorthEastern,31.7,36.66,0.0,0.0,9.21,3.09,40.91,39.75,2019,3,2
2820,2019-03-21,Northern,658.49,476.27,26.88,30.56,121.72,146.88,807.09,653.71,2019,3,3
2822,2019-03-21,Southern,678.58,677.36,67.32,32.99,73.41,65.34,819.3100000000001,775.69,2019,3,3
2823,2019-03-21,Eastern,508.97,465.95,0.0,0.0,29.22,30.0,538.19,495.95,2019,3,3
2824,2019-03-21,NorthEastern,31.7,36.63,0.0,0.0,9.21,3.17,40.91,39.800000000000004,2019,3,3
2825,2019-03-22,Northern,658.49,495.12,26.88,30.41,121.72,143.7,807.09,669.23,2019,3,4
2827,2019-03-22,Southern,678.58,701.8,67.32,33.14,73.41,74.16,819.3100000000001,809.0999999999999,2019,3,4
2828,2019-03-22,Eastern,500.87,495.87,0.0,0.0,29.22,30.09,530.09,525.96,2019,3,4
2829,2019-03-22,NorthEastern,31.7,37.12,0.0,0.0,9.21,3.15,40.91,40.269999999999996,2019,3,4
2830,2019-03-23,Northern,660.84,520.2,26.88,30.42,121.72,142.52,809.44,693.14,2019,3,5
2832,2019-03-23,Southern,678.58,709.13,67.32,33.18,73.41,74.2,819.3100000000001,816.51,2019,3,5
2833,2019-03-23,Eastern,500.87,515.41,0.0,0.0,29.22,32.41,530.09,547.8199999999999,2019,3,5
2834,2019-03-23,NorthEastern,31.7,37.94,0.0,0.0,9.21,3.42,40.91,41.36,2019,3,5
2835,2019-03-24,Northern,660.84,518.01,26.88,30.33,121.72,142.28,809.44,690.62,2019,3,6
2837,2019-03-24,Southern,678.58,667.5,67.32,35.52,73.41,66.57,819.3100000000001,769.5899999999999,2019,3,6
2838,2019-03-24,Eastern,500.87,517.0,0.0,0.0,29.22,30.84,530.09,547.84,2019,3,6
2839,2019-03-24,NorthEastern,31.7,39.07,0.0,0.0,9.21,3.1,40.91,42.17,2019,3,6
2840,2019-03-25,Northern,660.84,526.18,26.88,30.42,121.72,137.87,809.44,694.4699999999999,2019,3,0
2842,2019-03-25,Southern,678.58,676.6,67.32,37.95,73.41,78.25,819.3100000000001,792.8000000000001,2019,3,0
2843,2019-03-25,Eastern,500.87,539.14,0.0,0.0,29.22,36.1,530.09,575.24,2019,3,0
2844,2019-03-25,NorthEastern,31.7,39.06,0.0,0.0,9.21,3.0,40.91,42.06,2019,3,0
2845,2019-03-26,Northern,669.84,528.68,26.88,30.49,121.72,141.09,818.44,700.26,2019,3,1
2847,2019-03-26,Southern,678.58,693.39,67.32,39.09,73.41,84.57,819.3100000000001,817.05,2019,3,1
2848,2019-03-26,Eastern,500.87,520.41,0.0,0.0,29.22,37.19,530.09,557.5999999999999,2019,3,1
2849,2019-03-26,NorthEastern,31.7,37.77,0.0,0.0,9.21,3.03,40.91,40.800000000000004,2019,3,1
2850,2019-03-27,Northern,669.84,571.91,26.88,30.51,121.72,148.91,818.44,751.3299999999999,2019,3,2
2852,2019-03-27,Southern,678.58,699.81,67.32,39.15,73.41,88.45,819.3100000000001,827.41,2019,3,2
2853,2019-03-27,Eastern,500.87,536.15,0.0,0.0,29.22,39.76,530.09,575.91,2019,3,2
2854,2019-03-27,NorthEastern,31.7,38.84,0.0,0.0,9.21,3.09,40.91,41.93000000000001,2019,3,2
2855,2019-03-28,Northern,678.07,575.34,26.88,30.24,121.72,162.7,826.6700000000001,768.28,2019,3,3
2857,2019-03-28,Southern,678.58,693.26,67.32,39.39,73.41,89.66,819.3100000000001,822.31,2019,3,3
2858,2019-03-28,Eastern,500.87,548.13,0.0,0.0,29.22,42.03,530.09,590.16,2019,3,3
2859,2019-03-28,NorthEastern,31.7,38.19,0.0,0.0,9.21,3.24,40.91,41.43,2019,3,3
2860,2019-03-29,Northern,678.07,610.26,26.88,30.15,121.72,173.88,826.6700000000001,814.29,2019,3,4
2862,2019-03-29,Southern,678.58,704.33,67.32,35.72,73.41,90.65,819.3100000000001,830.7,2019,3,4
2863,2019-03-29,Eastern,500.87,562.16,0.0,0.0,29.22,36.66,530.09,598.8199999999999,2019,3,4
2864,2019-03-29,NorthEastern,31.7,38.76,0.0,0.0,9.21,3.39,40.91,42.15,2019,3,4
2865,2019-03-30,Northern,678.07,626.76,26.88,29.93,121.72,180.18,826.6700000000001,836.8699999999999,2019,3,5
2867,2019-03-30,Southern,678.58,704.9,67.32,34.53,73.41,81.71,819.3100000000001,821.14,2019,3,5
2868,2019-03-30,Eastern,500.87,547.65,0.0,0.0,29.22,43.52,530.09,591.17,2019,3,5
2869,2019-03-30,NorthEastern,31.7,39.31,0.0,0.0,9.21,2.58,40.91,41.89,2019,3,5
2870,2019-03-31,Northern,678.07,537.38,26.88,30.15,121.72,182.79,826.6700000000001,750.3199999999999,2019,3,6
2872,2019-03-31,Southern,678.58,659.77,67.32,34.02,73.41,62.84,819.3100000000001,756.63,2019,3,6
2873,2019-03-31,Eastern,500.87,515.08,0.0,0.0,29.22,49.77,530.09,564.85,2019,3,6
2874,2019-03-31,NorthEastern,31.7,33.95,0.0,0.0,9.21,2.46,40.91,36.410000000000004,2019,3,6
2875,2019-04-01,Northern,694.44,566.18,27.03,30.3,159.92,181.17,881.39,777.6499999999999,2019,4,0
2877,2019-04-01,Southern,666.7,668.2,62.76,33.63,76.25,78.51,805.71,780.34,2019,4,0
2878,2019-04-01,Eastern,526.12,492.91,0.0,0.0,44.26,47.67,570.38,540.58,2019,4,0
2879,2019-04-01,NorthEastern,36.46,34.88,0.0,0.0,4.92,2.79,41.38,37.67,2019,4,0
2880,2019-04-02,Northern,694.44,589.45,27.03,30.24,159.92,181.13,881.39,800.82,2019,4,1
